PHASE 4: FOLDER REDESIGN,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Folder Path,Folder Name,Depth Level,Parent Folder,
"/content/dam/s-vid/fi, (crxde, html, json)",fi,2,/content/dam/s-vid,"/content/dam/s-vid/fi, (crxde, html, json)"
"/content/dam/s-vid/am, (crxde, html, json)",am,2,/content/dam/s-vid,"/content/dam/s-vid/am, (crxde, html, json)"
"/content/dam/s-vid/ia, (crxde, html, json)",ia,2,/content/dam/s-vid,"/content/dam/s-vid/ia, (crxde, html, json)"
"/content/dam/s-vid/il, (crxde, html, json)",il,2,/content/dam/s-vid,"/content/dam/s-vid/il, (crxde, html, json)"
"/content/dam/s-vid/bd, (crxde, html, json)",bd,2,/content/dam/s-vid,"/content/dam/s-vid/bd, (crxde, html, json)"
"/content/dam/s-vid/grp, (crxde, html, json)",grp,2,/content/dam/s-vid,"/content/dam/s-vid/grp, (crxde, html, json)"
"/content/dam/s-vid/sf, (crxde, html, json)",sf,2,/content/dam/s-vid,"/content/dam/s-vid/sf, (crxde, html, json)"
"/content/dam/s-vid/rs, (crxde, html, json)",rs,2,/content/dam/s-vid,"/content/dam/s-vid/rs, (crxde, html, json)"
"/content/dam/s-vid/aff, (crxde, html, json)",aff,2,/content/dam/s-vid,"/content/dam/s-vid/aff, (crxde, html, json)"
"/content/dam/s-vid, (crxde, html, json)",s-vid,1,/content/dam,"/content/dam/s-vid, (crxde, html, json)"
"/content/dam/_CSS/securian_video, (crxde, html, json)",securian_video,2,/content/dam/_CSS,"/content/dam/_CSS/securian_video, (crxde, html, json)"
"/content/dam/_CSS/securian_email_link_share, (crxde, html, json)",securian_email_link_share,2,/content/dam/_CSS,"/content/dam/_CSS/securian_email_link_share, (crxde, html, json)"
"/content/dam/_CSS/_OOTB, (crxde, html, json)",_OOTB,2,/content/dam/_CSS,"/content/dam/_CSS/_OOTB, (crxde, html, json)"
"/content/dam/_CSS/securian_social_share, (crxde, html, json)",securian_social_share,2,/content/dam/_CSS,"/content/dam/_CSS/securian_social_share, (crxde, html, json)"
"/content/dam/_CSS, (crxde, html, json)",_CSS,1,/content/dam,"/content/dam/_CSS, (crxde, html, json)"
"/content/dam/_DMSAMPLE/dynamicmedia-interactive-video-product, (crxde, html, json)",dynamicmedia-interactive-video-product,2,/content/dam/_DMSAMPLE,"/content/dam/_DMSAMPLE/dynamicmedia-interactive-video-product, (crxde, html, json)"
"/content/dam/_DMSAMPLE/dynamicimageset-assets, (crxde, html, json)",dynamicimageset-assets,2,/content/dam/_DMSAMPLE,"/content/dam/_DMSAMPLE/dynamicimageset-assets, (crxde, html, json)"
"/content/dam/_DMSAMPLE/dynamicspinset-assets, (crxde, html, json)",dynamicspinset-assets,2,/content/dam/_DMSAMPLE,"/content/dam/_DMSAMPLE/dynamicspinset-assets, (crxde, html, json)"
"/content/dam/_DMSAMPLE/carouselsample-assets, (crxde, html, json)",carouselsample-assets,2,/content/dam/_DMSAMPLE,"/content/dam/_DMSAMPLE/carouselsample-assets, (crxde, html, json)"
"/content/dam/s-doc/fi, (crxde, html, json)",fi,2,/content/dam/s-doc,"/content/dam/s-doc/fi, (crxde, html, json)"
"/content/dam/s-doc/am, (crxde, html, json)",am,2,/content/dam/s-doc,"/content/dam/s-doc/am, (crxde, html, json)"
"/content/dam/s-doc/ia, (crxde, html, json)",ia,2,/content/dam/s-doc,"/content/dam/s-doc/ia, (crxde, html, json)"
"/content/dam/s-doc/il, (crxde, html, json)",il,2,/content/dam/s-doc,"/content/dam/s-doc/il, (crxde, html, json)"
"/content/dam/s-doc/bd, (crxde, html, json)",bd,2,/content/dam/s-doc,"/content/dam/s-doc/bd, (crxde, html, json)"
"/content/dam/s-doc/grp, (crxde, html, json)",grp,2,/content/dam/s-doc,"/content/dam/s-doc/grp, (crxde, html, json)"
"/content/dam/s-doc/sf/tech, (crxde, html, json)",tech,3,/content/dam/s-doc/sf,"/content/dam/s-doc/sf/tech, (crxde, html, json)"
"/content/dam/s-doc/sf/v2020, (crxde, html, json)",v2020,3,/content/dam/s-doc/sf,"/content/dam/s-doc/sf/v2020, (crxde, html, json)"
"/content/dam/s-doc/sf, (crxde, html, json)",sf,2,/content/dam/s-doc,"/content/dam/s-doc/sf, (crxde, html, json)"
"/content/dam/s-doc/rs, (crxde, html, json)",rs,2,/content/dam/s-doc,"/content/dam/s-doc/rs, (crxde, html, json)"
"/content/dam/s-doc, (crxde, html, json)",s-doc,1,/content/dam,"/content/dam/s-doc, (crxde, html, json)"
"/content/dam/form/fi, (crxde, html, json)",fi,2,/content/dam/form,"/content/dam/form/fi, (crxde, html, json)"
"/content/dam/form/am, (crxde, html, json)",am,2,/content/dam/form,"/content/dam/form/am, (crxde, html, json)"
"/content/dam/form/ia, (crxde, html, json)",ia,2,/content/dam/form,"/content/dam/form/ia, (crxde, html, json)"
"/content/dam/form/il, (crxde, html, json)",il,2,/content/dam/form,"/content/dam/form/il, (crxde, html, json)"
"/content/dam/form/bd, (crxde, html, json)",bd,2,/content/dam/form,"/content/dam/form/bd, (crxde, html, json)"
"/content/dam/form/grp, (crxde, html, json)",grp,2,/content/dam/form,"/content/dam/form/grp, (crxde, html, json)"
"/content/dam/form/oc, (crxde, html, json)",oc,2,/content/dam/form,"/content/dam/form/oc, (crxde, html, json)"
"/content/dam/form/sf, (crxde, html, json)",sf,2,/content/dam/form,"/content/dam/form/sf, (crxde, html, json)"
"/content/dam/form/rs, (crxde, html, json)",rs,2,/content/dam/form,"/content/dam/form/rs, (crxde, html, json)"
"/content/dam/form, (crxde, html, json)",form,1,/content/dam,"/content/dam/form, (crxde, html, json)"
"/content/dam/s-frag/ia, (crxde, html, json)",ia,2,/content/dam/s-frag,"/content/dam/s-frag/ia, (crxde, html, json)"
"/content/dam/s-frag/il, (crxde, html, json)",il,2,/content/dam/s-frag,"/content/dam/s-frag/il, (crxde, html, json)"
"/content/dam/s-frag/advisor-wholesaler-contacts/il/jcr:content/metadata/Iptc4xmpCore:CreatorContactInfo, (crxde, html, json)",Iptc4xmpCore:CreatorContactInfo,6,/content/dam/s-frag/advisor-wholesaler-contacts/il/jcr:content/metadata,"/content/dam/s-frag/advisor-wholesaler-contacts/il/jcr:content/metadata/Iptc4xmpCore:CreatorContactInfo, (crxde, html, json)"
"/content/dam/s-frag/advisor-wholesaler-contacts/il/jcr:content/metadata, (crxde, html, json)",metadata,5,/content/dam/s-frag/advisor-wholesaler-contacts/il/jcr:content,"/content/dam/s-frag/advisor-wholesaler-contacts/il/jcr:content/metadata, (crxde, html, json)"
"/content/dam/s-frag/advisor-wholesaler-contacts/il/jcr:content, (crxde, html, json)",jcr:content,4,/content/dam/s-frag/advisor-wholesaler-contacts/il,"/content/dam/s-frag/advisor-wholesaler-contacts/il/jcr:content, (crxde, html, json)"
"/content/dam/s-frag/advisor-wholesaler-contacts/il, (crxde, html, json)",il,3,/content/dam/s-frag/advisor-wholesaler-contacts,"/content/dam/s-frag/advisor-wholesaler-contacts/il, (crxde, html, json)"
"/content/dam/s-frag/calendar/ia, (crxde, html, json)",ia,3,/content/dam/s-frag/calendar,"/content/dam/s-frag/calendar/ia, (crxde, html, json)"
"/content/dam/s-frag/calendar/il, (crxde, html, json)",il,3,/content/dam/s-frag/calendar,"/content/dam/s-frag/calendar/il, (crxde, html, json)"
"/content/dam/s-frag/calendar/bd, (crxde, html, json)",bd,3,/content/dam/s-frag/calendar,"/content/dam/s-frag/calendar/bd, (crxde, html, json)"
"/content/dam/s-frag/calendar/rs, (crxde, html, json)",rs,3,/content/dam/s-frag/calendar,"/content/dam/s-frag/calendar/rs, (crxde, html, json)"
"/content/dam/s-frag/calendar, (crxde, html, json)",calendar,2,/content/dam/s-frag,"/content/dam/s-frag/calendar, (crxde, html, json)"
"/content/dam/s-frag/rs, (crxde, html, json)",rs,2,/content/dam/s-frag,"/content/dam/s-frag/rs, (crxde, html, json)"
"/content/dam/s-frag, (crxde, html, json)",s-frag,1,/content/dam,"/content/dam/s-frag, (crxde, html, json)"
"/content/dam/formsanddocuments, (crxde, html, json)",formsanddocuments,1,/content/dam,"/content/dam/formsanddocuments, (crxde, html, json)"
"/content/dam/s-form/fi, (crxde, html, json)",fi,2,/content/dam/s-form,"/content/dam/s-form/fi, (crxde, html, json)"
"/content/dam/s-form/am, (crxde, html, json)",am,2,/content/dam/s-form,"/content/dam/s-form/am, (crxde, html, json)"
"/content/dam/s-form/ia, (crxde, html, json)",ia,2,/content/dam/s-form,"/content/dam/s-form/ia, (crxde, html, json)"
"/content/dam/s-form/il, (crxde, html, json)",il,2,/content/dam/s-form,"/content/dam/s-form/il, (crxde, html, json)"
"/content/dam/s-form/bd, (crxde, html, json)",bd,2,/content/dam/s-form,"/content/dam/s-form/bd, (crxde, html, json)"
"/content/dam/s-form/grp, (crxde, html, json)",grp,2,/content/dam/s-form,"/content/dam/s-form/grp, (crxde, html, json)"
"/content/dam/s-form/sf, (crxde, html, json)",sf,2,/content/dam/s-form,"/content/dam/s-form/sf, (crxde, html, json)"
"/content/dam/s-form/rs, (crxde, html, json)",rs,2,/content/dam/s-form,"/content/dam/s-form/rs, (crxde, html, json)"
"/content/dam/s-form, (crxde, html, json)",s-form,1,/content/dam,"/content/dam/s-form, (crxde, html, json)"
"/content/dam/doc/fi, (crxde, html, json)",fi,2,/content/dam/doc,"/content/dam/doc/fi, (crxde, html, json)"
"/content/dam/doc/am, (crxde, html, json)",am,2,/content/dam/doc,"/content/dam/doc/am, (crxde, html, json)"
"/content/dam/doc/ia, (crxde, html, json)",ia,2,/content/dam/doc,"/content/dam/doc/ia, (crxde, html, json)"
"/content/dam/doc/il, (crxde, html, json)",il,2,/content/dam/doc,"/content/dam/doc/il, (crxde, html, json)"
"/content/dam/doc/bd, (crxde, html, json)",bd,2,/content/dam/doc,"/content/dam/doc/bd, (crxde, html, json)"
"/content/dam/doc/grp, (crxde, html, json)",grp,2,/content/dam/doc,"/content/dam/doc/grp, (crxde, html, json)"
"/content/dam/doc/sf, (crxde, html, json)",sf,2,/content/dam/doc,"/content/dam/doc/sf, (crxde, html, json)"
"/content/dam/doc/highspot-user-testing, (crxde, html, json)",highspot-user-testing,2,/content/dam/doc,"/content/dam/doc/highspot-user-testing, (crxde, html, json)"
"/content/dam/doc/rs, (crxde, html, json)",rs,2,/content/dam/doc,"/content/dam/doc/rs, (crxde, html, json)"
"/content/dam/doc, (crxde, html, json)",doc,1,/content/dam,"/content/dam/doc, (crxde, html, json)"
"/content/dam/_VTT/securian/creative-assets/video/animation, (crxde, html, json)",animation,5,/content/dam/_VTT/securian/creative-assets/video,"/content/dam/_VTT/securian/creative-assets/video/animation, (crxde, html, json)"
"/content/dam/_VTT/securian/creative-assets/video, (crxde, html, json)",video,4,/content/dam/_VTT/securian/creative-assets,"/content/dam/_VTT/securian/creative-assets/video, (crxde, html, json)"
"/content/dam/_VTT/securian/creative-assets, (crxde, html, json)",creative-assets,3,/content/dam/_VTT/securian,"/content/dam/_VTT/securian/creative-assets, (crxde, html, json)"
"/content/dam/_VTT/securian/web-assets/video/employers, (crxde, html, json)",employers,5,/content/dam/_VTT/securian/web-assets/video,"/content/dam/_VTT/securian/web-assets/video/employers, (crxde, html, json)"
"/content/dam/_VTT/securian/web-assets/video, (crxde, html, json)",video,4,/content/dam/_VTT/securian/web-assets,"/content/dam/_VTT/securian/web-assets/video, (crxde, html, json)"
"/content/dam/_VTT/securian/web-assets, (crxde, html, json)",web-assets,3,/content/dam/_VTT/securian,"/content/dam/_VTT/securian/web-assets, (crxde, html, json)"
"/content/dam/_VTT/securian, (crxde, html, json)",securian,2,/content/dam/_VTT,"/content/dam/_VTT/securian, (crxde, html, json)"
"/content/dam/_VTT/int/vid, (crxde, html, json)",vid,3,/content/dam/_VTT/int,"/content/dam/_VTT/int/vid, (crxde, html, json)"
"/content/dam/_VTT/int, (crxde, html, json)",int,2,/content/dam/_VTT,"/content/dam/_VTT/int, (crxde, html, json)"
"/content/dam/_VTT/video/sf, (crxde, html, json)",sf,3,/content/dam/_VTT/video,"/content/dam/_VTT/video/sf, (crxde, html, json)"
"/content/dam/_VTT/video, (crxde, html, json)",video,2,/content/dam/_VTT,"/content/dam/_VTT/video, (crxde, html, json)"
"/content/dam/_VTT, (crxde, html, json)",_VTT,1,/content/dam,"/content/dam/_VTT, (crxde, html, json)"
"/content/dam/int/form/supervisor, (crxde, html, json)",supervisor,3,/content/dam/int/form,"/content/dam/int/form/supervisor, (crxde, html, json)"
"/content/dam/int/form, (crxde, html, json)",form,2,/content/dam/int,"/content/dam/int/form, (crxde, html, json)"
"/content/dam/int/vid, (crxde, html, json)",vid,2,/content/dam/int,"/content/dam/int/vid, (crxde, html, json)"
"/content/dam/int/doc/supervisor, (crxde, html, json)",supervisor,3,/content/dam/int/doc,"/content/dam/int/doc/supervisor, (crxde, html, json)"
"/content/dam/int/doc, (crxde, html, json)",doc,2,/content/dam/int,"/content/dam/int/doc, (crxde, html, json)"
"/content/dam/int/reg, (crxde, html, json)",reg,2,/content/dam/int,"/content/dam/int/reg, (crxde, html, json)"
"/content/dam/int, (crxde, html, json)",int,1,/content/dam,"/content/dam/int, (crxde, html, json)"
"/content/dam/s-reg/comp, (crxde, html, json)",comp,2,/content/dam/s-reg,"/content/dam/s-reg/comp, (crxde, html, json)"
"/content/dam/s-reg/inv/inv-ops, (crxde, html, json)",inv-ops,3,/content/dam/s-reg/inv,"/content/dam/s-reg/inv/inv-ops, (crxde, html, json)"
"/content/dam/s-reg/inv/morningstar, (crxde, html, json)",morningstar,3,/content/dam/s-reg/inv,"/content/dam/s-reg/inv/morningstar, (crxde, html, json)"
"/content/dam/s-reg/inv/irg, (crxde, html, json)",irg,3,/content/dam/s-reg/inv,"/content/dam/s-reg/inv/irg, (crxde, html, json)"
"/content/dam/s-reg/inv, (crxde, html, json)",inv,2,/content/dam/s-reg,"/content/dam/s-reg/inv, (crxde, html, json)"
"/content/dam/s-reg, (crxde, html, json)",s-reg,1,/content/dam,"/content/dam/s-reg, (crxde, html, json)"
"/content/dam/reg/performance-reports, (crxde, html, json)",performance-reports,2,/content/dam/reg,"/content/dam/reg/performance-reports, (crxde, html, json)"
"/content/dam/reg/prospectus/fd, (crxde, html, json)",fd,3,/content/dam/reg/prospectus,"/content/dam/reg/prospectus/fd, (crxde, html, json)"
"/content/dam/reg/prospectus/sum, (crxde, html, json)",sum,3,/content/dam/reg/prospectus,"/content/dam/reg/prospectus/sum, (crxde, html, json)"
"/content/dam/reg/prospectus/sai, (crxde, html, json)",sai,3,/content/dam/reg/prospectus,"/content/dam/reg/prospectus/sai, (crxde, html, json)"
"/content/dam/reg/prospectus/ar, (crxde, html, json)",ar,3,/content/dam/reg/prospectus,"/content/dam/reg/prospectus/ar, (crxde, html, json)"
"/content/dam/reg/prospectus/cs, (crxde, html, json)",cs,3,/content/dam/reg/prospectus,"/content/dam/reg/prospectus/cs, (crxde, html, json)"
"/content/dam/reg/prospectus/sup, (crxde, html, json)",sup,3,/content/dam/reg/prospectus,"/content/dam/reg/prospectus/sup, (crxde, html, json)"
"/content/dam/reg/prospectus/prd, (crxde, html, json)",prd,3,/content/dam/reg/prospectus,"/content/dam/reg/prospectus/prd, (crxde, html, json)"
"/content/dam/reg/prospectus, (crxde, html, json)",prospectus,2,/content/dam/reg,"/content/dam/reg/prospectus, (crxde, html, json)"
"/content/dam/reg/inv, (crxde, html, json)",inv,2,/content/dam/reg,"/content/dam/reg/inv, (crxde, html, json)"
"/content/dam/reg/lic, (crxde, html, json)",lic,2,/content/dam/reg,"/content/dam/reg/lic, (crxde, html, json)"
"/content/dam/reg/crt, (crxde, html, json)",crt,2,/content/dam/reg,"/content/dam/reg/crt, (crxde, html, json)"
"/content/dam/reg, (crxde, html, json)",reg,1,/content/dam,"/content/dam/reg, (crxde, html, json)"
"/content/dam/creative-assets/a-pic/a-ip, (crxde, html, json)",a-ip,3,/content/dam/creative-assets/a-pic,"/content/dam/creative-assets/a-pic/a-ip, (crxde, html, json)"
"/content/dam/creative-assets/a-pic/a-mp, (crxde, html, json)",a-mp,3,/content/dam/creative-assets/a-pic,"/content/dam/creative-assets/a-pic/a-mp, (crxde, html, json)"
"/content/dam/creative-assets/a-pic/a-hp, (crxde, html, json)",a-hp,3,/content/dam/creative-assets/a-pic,"/content/dam/creative-assets/a-pic/a-hp, (crxde, html, json)"
"/content/dam/creative-assets/a-pic/a-bio, (crxde, html, json)",a-bio,3,/content/dam/creative-assets/a-pic,"/content/dam/creative-assets/a-pic/a-bio, (crxde, html, json)"
"/content/dam/creative-assets/a-pic/a-event, (crxde, html, json)",a-event,3,/content/dam/creative-assets/a-pic,"/content/dam/creative-assets/a-pic/a-event, (crxde, html, json)"
"/content/dam/creative-assets/a-pic/a-ap, (crxde, html, json)",a-ap,3,/content/dam/creative-assets/a-pic,"/content/dam/creative-assets/a-pic/a-ap, (crxde, html, json)"
"/content/dam/creative-assets/a-pic, (crxde, html, json)",a-pic,2,/content/dam/creative-assets,"/content/dam/creative-assets/a-pic, (crxde, html, json)"
"/content/dam/creative-assets/templates/illustrator, (crxde, html, json)",illustrator,3,/content/dam/creative-assets/templates,"/content/dam/creative-assets/templates/illustrator, (crxde, html, json)"
"/content/dam/creative-assets/templates/photoshop/dp, (crxde, html, json)",dp,4,/content/dam/creative-assets/templates/photoshop,"/content/dam/creative-assets/templates/photoshop/dp, (crxde, html, json)"
"/content/dam/creative-assets/templates/photoshop/email, (crxde, html, json)",email,4,/content/dam/creative-assets/templates/photoshop,"/content/dam/creative-assets/templates/photoshop/email, (crxde, html, json)"
"/content/dam/creative-assets/img/brand/pattern, (crxde, html, json)",pattern,4,/content/dam/creative-assets/img/brand,"/content/dam/creative-assets/img/brand/pattern, (crxde, html, json)"
"/content/dam/creative-assets/img/brand/logo, (crxde, html, json)",logo,4,/content/dam/creative-assets/img/brand,"/content/dam/creative-assets/img/brand/logo, (crxde, html, json)"
"/content/dam/creative-assets/img/brand/app, (crxde, html, json)",app,4,/content/dam/creative-assets/img/brand,"/content/dam/creative-assets/img/brand/app, (crxde, html, json)"
"/content/dam/creative-assets/img/brand/ads, (crxde, html, json)",ads,4,/content/dam/creative-assets/img/brand,"/content/dam/creative-assets/img/brand/ads, (crxde, html, json)"
"/content/dam/creative-assets/img/brand/e-sig, (crxde, html, json)",e-sig,4,/content/dam/creative-assets/img/brand,"/content/dam/creative-assets/img/brand/e-sig, (crxde, html, json)"
"/content/dam/creative-assets/img/brand/avatar, (crxde, html, json)",avatar,4,/content/dam/creative-assets/img/brand,"/content/dam/creative-assets/img/brand/avatar, (crxde, html, json)"
"/content/dam/creative-assets/img/brand/icons, (crxde, html, json)",icons,4,/content/dam/creative-assets/img/brand,"/content/dam/creative-assets/img/brand/icons, (crxde, html, json)"
"/content/dam/creative-assets/img/brand/tp-logo, (crxde, html, json)",tp-logo,4,/content/dam/creative-assets/img/brand,"/content/dam/creative-assets/img/brand/tp-logo, (crxde, html, json)"
"/content/dam/creative-assets/img/brand, (crxde, html, json)",brand,3,/content/dam/creative-assets/img,"/content/dam/creative-assets/img/brand, (crxde, html, json)"
"/content/dam/creative-assets/img/dp/cta/sp, (crxde, html, json)",sp,5,/content/dam/creative-assets/img/dp/cta,"/content/dam/creative-assets/img/dp/cta/sp, (crxde, html, json)"
"/content/dam/creative-assets/img/dp/cta/news, (crxde, html, json)",news,5,/content/dam/creative-assets/img/dp/cta,"/content/dam/creative-assets/img/dp/cta/news, (crxde, html, json)"
"/content/dam/creative-assets/img/dp/cta/icb, (crxde, html, json)",icb,5,/content/dam/creative-assets/img/dp/cta,"/content/dam/creative-assets/img/dp/cta/icb, (crxde, html, json)"
"/content/dam/creative-assets/img/dp/cta, (crxde, html, json)",cta,4,/content/dam/creative-assets/img/dp,"/content/dam/creative-assets/img/dp/cta, (crxde, html, json)"
"/content/dam/creative-assets/img/dp/cg/icbox, (crxde, html, json)",icbox,5,/content/dam/creative-assets/img/dp/cg,"/content/dam/creative-assets/img/dp/cg/icbox, (crxde, html, json)"
"/content/dam/creative-assets/img/dp/cg/ch, (crxde, html, json)",ch,5,/content/dam/creative-assets/img/dp/cg,"/content/dam/creative-assets/img/dp/cg/ch, (crxde, html, json)"
"/content/dam/creative-assets/img/dp/cg/ig, (crxde, html, json)",ig,5,/content/dam/creative-assets/img/dp/cg,"/content/dam/creative-assets/img/dp/cg/ig, (crxde, html, json)"
"/content/dam/creative-assets/img/dp/cg/dw, (crxde, html, json)",dw,5,/content/dam/creative-assets/img/dp/cg,"/content/dam/creative-assets/img/dp/cg/dw, (crxde, html, json)"
"/content/dam/creative-assets/img/dp/cg/ss, (crxde, html, json)",ss,5,/content/dam/creative-assets/img/dp/cg,"/content/dam/creative-assets/img/dp/cg/ss, (crxde, html, json)"
"/content/dam/creative-assets/img/dp/cg, (crxde, html, json)",cg,4,/content/dam/creative-assets/img/dp,"/content/dam/creative-assets/img/dp/cg, (crxde, html, json)"
"/content/dam/creative-assets/img/dp/hero/news, (crxde, html, json)",news,5,/content/dam/creative-assets/img/dp/hero,"/content/dam/creative-assets/img/dp/hero/news, (crxde, html, json)"
"/content/dam/creative-assets/img/dp/hero/reg, (crxde, html, json)",reg,5,/content/dam/creative-assets/img/dp/hero,"/content/dam/creative-assets/img/dp/hero/reg, (crxde, html, json)"
"/content/dam/creative-assets/img/dp/hero, (crxde, html, json)",hero,4,/content/dam/creative-assets/img/dp,"/content/dam/creative-assets/img/dp/hero, (crxde, html, json)"
"/content/dam/creative-assets/img/dp, (crxde, html, json)",dp,3,/content/dam/creative-assets/img,"/content/dam/creative-assets/img/dp, (crxde, html, json)"
"/content/dam/creative-assets/img/pic/event, (crxde, html, json)",event,4,/content/dam/creative-assets/img/pic,"/content/dam/creative-assets/img/pic/event, (crxde, html, json)"
"/content/dam/creative-assets/img/pic/bio, (crxde, html, json)",bio,4,/content/dam/creative-assets/img/pic,"/content/dam/creative-assets/img/pic/bio, (crxde, html, json)"
"/content/dam/creative-assets/img/pic/hp, (crxde, html, json)",hp,4,/content/dam/creative-assets/img/pic,"/content/dam/creative-assets/img/pic/hp, (crxde, html, json)"
"/content/dam/creative-assets/img/pic/mp, (crxde, html, json)",mp,4,/content/dam/creative-assets/img/pic,"/content/dam/creative-assets/img/pic/mp, (crxde, html, json)"
"/content/dam/creative-assets/img/pic/ip, (crxde, html, json)",ip,4,/content/dam/creative-assets/img/pic,"/content/dam/creative-assets/img/pic/ip, (crxde, html, json)"
"/content/dam/creative-assets/img/pic/release, (crxde, html, json)",release,4,/content/dam/creative-assets/img/pic,"/content/dam/creative-assets/img/pic/release, (crxde, html, json)"
"/content/dam/creative-assets/img/pic/ap, (crxde, html, json)",ap,4,/content/dam/creative-assets/img/pic,"/content/dam/creative-assets/img/pic/ap, (crxde, html, json)"
"/content/dam/creative-assets/img/pic, (crxde, html, json)",pic,3,/content/dam/creative-assets/img,"/content/dam/creative-assets/img/pic, (crxde, html, json)"
"/content/dam/creative-assets/img/social/lic, (crxde, html, json)",lic,4,/content/dam/creative-assets/img/social,"/content/dam/creative-assets/img/social/lic, (crxde, html, json)"
"/content/dam/creative-assets/img/social, (crxde, html, json)",social,3,/content/dam/creative-assets/img,"/content/dam/creative-assets/img/social, (crxde, html, json)"
"/content/dam/creative-assets/img/email/cta/sp, (crxde, html, json)",sp,5,/content/dam/creative-assets/img/email/cta,"/content/dam/creative-assets/img/email/cta/sp, (crxde, html, json)"
"/content/dam/creative-assets/img/email/cta/news, (crxde, html, json)",news,5,/content/dam/creative-assets/img/email/cta,"/content/dam/creative-assets/img/email/cta/news, (crxde, html, json)"
"/content/dam/creative-assets/img/email/cta, (crxde, html, json)",cta,4,/content/dam/creative-assets/img/email,"/content/dam/creative-assets/img/email/cta, (crxde, html, json)"
"/content/dam/creative-assets/img/email/cg/ig, (crxde, html, json)",ig,5,/content/dam/creative-assets/img/email/cg,"/content/dam/creative-assets/img/email/cg/ig, (crxde, html, json)"
"/content/dam/creative-assets/img/email/cg/chart, (crxde, html, json)",chart,5,/content/dam/creative-assets/img/email/cg,"/content/dam/creative-assets/img/email/cg/chart, (crxde, html, json)"
"/content/dam/creative-assets/img/email/cg, (crxde, html, json)",cg,4,/content/dam/creative-assets/img/email,"/content/dam/creative-assets/img/email/cg, (crxde, html, json)"
"/content/dam/creative-assets/img/email/icon, (crxde, html, json)",icon,4,/content/dam/creative-assets/img/email,"/content/dam/creative-assets/img/email/icon, (crxde, html, json)"
"/content/dam/creative-assets/img/email/hero, (crxde, html, json)",hero,4,/content/dam/creative-assets/img/email,"/content/dam/creative-assets/img/email/hero, (crxde, html, json)"
"/content/dam/creative-assets/img/email, (crxde, html, json)",email,3,/content/dam/creative-assets/img,"/content/dam/creative-assets/img/email, (crxde, html, json)"
"/content/dam/creative-assets/img/pres, (crxde, html, json)",pres,3,/content/dam/creative-assets/img,"/content/dam/creative-assets/img/pres, (crxde, html, json)"
"/content/dam/creative-assets/img, (crxde, html, json)",img,2,/content/dam/creative-assets,"/content/dam/creative-assets/img, (crxde, html, json)"
"/content/dam/creative-assets, (crxde, html, json)",creative-assets,1,/content/dam,"/content/dam/creative-assets, (crxde, html, json)"
"/content/dam/templates/brand, (crxde, html, json)",brand,2,/content/dam/templates,"/content/dam/templates/brand, (crxde, html, json)"
"/content/dam/formsanddocuments-themes, (crxde, html, json)",formsanddocuments-themes,1,/content/dam,"/content/dam/formsanddocuments-themes, (crxde, html, json)"
"/content/dam/video/fi, (crxde, html, json)",fi,2,/content/dam/video,"/content/dam/video/fi, (crxde, html, json)"
"/content/dam/video/am, (crxde, html, json)",am,2,/content/dam/video,"/content/dam/video/am, (crxde, html, json)"
"/content/dam/video/ia, (crxde, html, json)",ia,2,/content/dam/video,"/content/dam/video/ia, (crxde, html, json)"
"/content/dam/video/il, (crxde, html, json)",il,2,/content/dam/video,"/content/dam/video/il, (crxde, html, json)"
"/content/dam/video/bd, (crxde, html, json)",bd,2,/content/dam/video,"/content/dam/video/bd, (crxde, html, json)"
"/content/dam/video/grp, (crxde, html, json)",grp,2,/content/dam/video,"/content/dam/video/grp, (crxde, html, json)"
"/content/dam/video/sf, (crxde, html, json)",sf,2,/content/dam/video,"/content/dam/video/sf, (crxde, html, json)"
"/content/dam/video/rs, (crxde, html, json)",rs,2,/content/dam/video,"/content/dam/video/rs, (crxde, html, json)"
"/content/dam/video/aff, (crxde, html, json)",aff,2,/content/dam/video,"/content/dam/video/aff, (crxde, html, json)"
"/content/dam/video, (crxde, html, json)",video,1,/content/dam,"/content/dam/video, (crxde, html, json)"
"/content/dam/img/brand/pattern, (crxde, html, json)",pattern,3,/content/dam/img/brand,"/content/dam/img/brand/pattern, (crxde, html, json)"
"/content/dam/img/brand/logo, (crxde, html, json)",logo,3,/content/dam/img/brand,"/content/dam/img/brand/logo, (crxde, html, json)"
"/content/dam/img/brand/app, (crxde, html, json)",app,3,/content/dam/img/brand,"/content/dam/img/brand/app, (crxde, html, json)"
"/content/dam/img/brand/ads, (crxde, html, json)",ads,3,/content/dam/img/brand,"/content/dam/img/brand/ads, (crxde, html, json)"
"/content/dam/img/brand/e-sig, (crxde, html, json)",e-sig,3,/content/dam/img/brand,"/content/dam/img/brand/e-sig, (crxde, html, json)"
"/content/dam/img/brand/avatar, (crxde, html, json)",avatar,3,/content/dam/img/brand,"/content/dam/img/brand/avatar, (crxde, html, json)"
"/content/dam/img/brand/tp-logo, (crxde, html, json)",tp-logo,3,/content/dam/img/brand,"/content/dam/img/brand/tp-logo, (crxde, html, json)"
"/content/dam/img/brand, (crxde, html, json)",brand,2,/content/dam/img,"/content/dam/img/brand, (crxde, html, json)"
