PHASE 4: FOLDER REDESIGN,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Folder Path,Folder Name,Depth Level,Parent Folder,
"/content/dam/img/in5/mentalwellnessmobile, (crxde, html, json)",mentalwellnessmobile,3,/content/dam/img/in5,"/content/dam/img/in5/mentalwellnessmobile, (crxde, html, json)"
"/content/dam/doc/sc, (crxde, html, json)",sc,2,/content/dam/doc,"/content/dam/doc/sc, (crxde, html, json)"
"/content/dam/img/ca, (crxde, html, json)",ca,2,/content/dam/img,"/content/dam/img/ca, (crxde, html, json)"
"/content/dam/img/ca/social, (crxde, html, json)",social,3,/content/dam/img/ca,"/content/dam/img/ca/social, (crxde, html, json)"
"/content/dam/img/ca/sc, (crxde, html, json)",sc,3,/content/dam/img/ca,"/content/dam/img/ca/sc, (crxde, html, json)"
"/content/dam/img/ca/brand, (crxde, html, json)",brand,3,/content/dam/img/ca,"/content/dam/img/ca/brand, (crxde, html, json)"
"/content/dam/img/ca/brand/tp-logo, (crxde, html, json)",tp-logo,4,/content/dam/img/ca/brand,"/content/dam/img/ca/brand/tp-logo, (crxde, html, json)"
"/content/dam/img/ca/email/cg, (crxde, html, json)",cg,4,/content/dam/img/ca/email,"/content/dam/img/ca/email/cg, (crxde, html, json)"
"/content/dam/img/ca/dp/cg, (crxde, html, json)",cg,4,/content/dam/img/ca/dp,"/content/dam/img/ca/dp/cg, (crxde, html, json)"
"/content/dam/img/ca/sc/article-hero, (crxde, html, json)",article-hero,4,/content/dam/img/ca/sc,"/content/dam/img/ca/sc/article-hero, (crxde, html, json)"
"/content/dam/img/ca/sc/em-icb, (crxde, html, json)",em-icb,4,/content/dam/img/ca/sc,"/content/dam/img/ca/sc/em-icb, (crxde, html, json)"
"/content/dam/img/ca/dp, (crxde, html, json)",dp,3,/content/dam/img/ca,"/content/dam/img/ca/dp, (crxde, html, json)"
"/content/dam/img/ca/email, (crxde, html, json)",email,3,/content/dam/img/ca,"/content/dam/img/ca/email, (crxde, html, json)"
"/content/dam/img/ca/pic, (crxde, html, json)",pic,3,/content/dam/img/ca,"/content/dam/img/ca/pic, (crxde, html, json)"
"/content/dam/img/ca/dp/cta, (crxde, html, json)",cta,4,/content/dam/img/ca/dp,"/content/dam/img/ca/dp/cta, (crxde, html, json)"
"/content/dam/img/ca/dp/hero, (crxde, html, json)",hero,4,/content/dam/img/ca/dp,"/content/dam/img/ca/dp/hero, (crxde, html, json)"
"/content/dam/img/ca/dp/icon, (crxde, html, json)",icon,4,/content/dam/img/ca/dp,"/content/dam/img/ca/dp/icon, (crxde, html, json)"
"/content/dam/img/ca/dp/cta/sb, (crxde, html, json)",sb,5,/content/dam/img/ca/dp/cta,"/content/dam/img/ca/dp/cta/sb, (crxde, html, json)"
"/content/dam/img/ca/dp/cg/ss, (crxde, html, json)",ss,5,/content/dam/img/ca/dp/cg,"/content/dam/img/ca/dp/cg/ss, (crxde, html, json)"
"/content/dam/img/ca/dp/cta/icb, (crxde, html, json)",icb,5,/content/dam/img/ca/dp/cta,"/content/dam/img/ca/dp/cta/icb, (crxde, html, json)"
"/content/dam/img/ca/dp/cg/icbox, (crxde, html, json)",icbox,5,/content/dam/img/ca/dp/cg,"/content/dam/img/ca/dp/cg/icbox, (crxde, html, json)"
"/content/dam/img/ca/dp/hero/reg, (crxde, html, json)",reg,5,/content/dam/img/ca/dp/hero,"/content/dam/img/ca/dp/hero/reg, (crxde, html, json)"
"/content/dam/img/ca/dp/cta/news, (crxde, html, json)",news,5,/content/dam/img/ca/dp/cta,"/content/dam/img/ca/dp/cta/news, (crxde, html, json)"
"/content/dam/img/ca/dp/cg/ig, (crxde, html, json)",ig,5,/content/dam/img/ca/dp/cg,"/content/dam/img/ca/dp/cg/ig, (crxde, html, json)"
"/content/dam/img/ca/dp/hero/news, (crxde, html, json)",news,5,/content/dam/img/ca/dp/hero,"/content/dam/img/ca/dp/hero/news, (crxde, html, json)"
"/content/dam/img/ca/dp/cg/ch, (crxde, html, json)",ch,5,/content/dam/img/ca/dp/cg,"/content/dam/img/ca/dp/cg/ch, (crxde, html, json)"
"/content/dam/img/in5/mental-wellness, (crxde, html, json)",mental-wellness,3,/content/dam/img/in5,"/content/dam/img/in5/mental-wellness, (crxde, html, json)"
"/content/dam/i-doc/ecs, (crxde, html, json)",ecs,2,/content/dam/i-doc,"/content/dam/i-doc/ecs, (crxde, html, json)"
"/content/dam/i-doc/data, (crxde, html, json)",data,2,/content/dam/i-doc,"/content/dam/i-doc/data, (crxde, html, json)"
"/content/dam/i-doc, (crxde, html, json)",i-doc,1,/content/dam,"/content/dam/i-doc, (crxde, html, json)"
"/content/dam/marketing-ops/Paginator, (crxde, html, json)",Paginator,2,/content/dam/marketing-ops,"/content/dam/marketing-ops/Paginator, (crxde, html, json)"
"/content/dam/i-doc/ecs/new-assets, (crxde, html, json)",new-assets,3,/content/dam/i-doc/ecs,"/content/dam/i-doc/ecs/new-assets, (crxde, html, json)"
"/content/dam/img/in5/mental-wellness-mobile, (crxde, html, json)",mental-wellness-mobile,3,/content/dam/img/in5,"/content/dam/img/in5/mental-wellness-mobile, (crxde, html, json)"
"/content/dam/doc/tpa-forms, (crxde, html, json)",tpa-forms,2,/content/dam/doc,"/content/dam/doc/tpa-forms, (crxde, html, json)"
"/content/dam/creative-assets/img/pic/sv, (crxde, html, json)",sv,4,/content/dam/creative-assets/img/pic,"/content/dam/creative-assets/img/pic/sv, (crxde, html, json)"
"/content/dam/fragments/events/sync, (crxde, html, json)",sync,3,/content/dam/fragments/events,"/content/dam/fragments/events/sync, (crxde, html, json)"
"/content/dam/fragments/events, (crxde, html, json)",events,2,/content/dam/fragments,"/content/dam/fragments/events, (crxde, html, json)"
"/content/dam/img/in5/transfer, (crxde, html, json)",transfer,3,/content/dam/img/in5,"/content/dam/img/in5/transfer, (crxde, html, json)"
"/content/dam/img/dp/icon/sync-only, (crxde, html, json)",sync-only,4,/content/dam/img/dp/icon,"/content/dam/img/dp/icon/sync-only, (crxde, html, json)"
"/content/dam/fragments/events/internal/ecs, (crxde, html, json)",ecs,4,/content/dam/fragments/events/internal,"/content/dam/fragments/events/internal/ecs, (crxde, html, json)"
"/content/dam/fragments/events/internal, (crxde, html, json)",internal,3,/content/dam/fragments/events,"/content/dam/fragments/events/internal, (crxde, html, json)"
"/content/dam/i-doc/sales-hub, (crxde, html, json)",sales-hub,2,/content/dam/i-doc,"/content/dam/i-doc/sales-hub, (crxde, html, json)"
"/content/dam/i-doc/ai, (crxde, html, json)",ai,2,/content/dam/i-doc,"/content/dam/i-doc/ai, (crxde, html, json)"
"/content/dam/securian/wholesalers, (crxde, html, json)",wholesalers,2,/content/dam/securian,"/content/dam/securian/wholesalers, (crxde, html, json)"
"/content/dam/i-doc/data/2025-showcase-pdfs, (crxde, html, json)",2025-showcase-pdfs,3,/content/dam/i-doc/data,"/content/dam/i-doc/data/2025-showcase-pdfs, (crxde, html, json)"
"/content/dam/workfront/groovytools, (crxde, html, json)",groovytools,2,/content/dam/workfront,"/content/dam/workfront/groovytools, (crxde, html, json)"
"/content/dam/tech/groovytools, (crxde, html, json)",groovytools,2,/content/dam/tech,"/content/dam/tech/groovytools, (crxde, html, json)"
"/content/dam/creative-assets/video/sunday-sky, (crxde, html, json)",sunday-sky,3,/content/dam/creative-assets/video,"/content/dam/creative-assets/video/sunday-sky, (crxde, html, json)"
"/content/dam/fragments/contacts/long-term-care, (crxde, html, json)",long-term-care,3,/content/dam/fragments/contacts,"/content/dam/fragments/contacts/long-term-care, (crxde, html, json)"
"/content/dam/fragments/contacts/individual, (crxde, html, json)",individual,3,/content/dam/fragments/contacts,"/content/dam/fragments/contacts/individual, (crxde, html, json)"
"/content/dam/fragments/contacts/securianfunds, (crxde, html, json)",securianfunds,3,/content/dam/fragments/contacts,"/content/dam/fragments/contacts/securianfunds, (crxde, html, json)"
"/content/dam/fragments/contacts/promo, (crxde, html, json)",promo,3,/content/dam/fragments/contacts,"/content/dam/fragments/contacts/promo, (crxde, html, json)"
"/content/dam/fragments/events/sync/ai-events, (crxde, html, json)",ai-events,4,/content/dam/fragments/events/sync,"/content/dam/fragments/events/sync/ai-events, (crxde, html, json)"
"/content/dam/fragments/contacts/sync/quoted, (crxde, html, json)",quoted,4,/content/dam/fragments/contacts/sync,"/content/dam/fragments/contacts/sync/quoted, (crxde, html, json)"
"/content/dam/fragments/contacts/advisor-contacts, (crxde, html, json)",advisor-contacts,3,/content/dam/fragments/contacts,"/content/dam/fragments/contacts/advisor-contacts, (crxde, html, json)"
"/content/dam/fragments/contacts/securian, (crxde, html, json)",securian,3,/content/dam/fragments/contacts,"/content/dam/fragments/contacts/securian, (crxde, html, json)"
"/content/dam/fragments/contacts/brand, (crxde, html, json)",brand,3,/content/dam/fragments/contacts,"/content/dam/fragments/contacts/brand, (crxde, html, json)"
"/content/dam/fragments/contacts/irs, (crxde, html, json)",irs,3,/content/dam/fragments/contacts,"/content/dam/fragments/contacts/irs, (crxde, html, json)"
"/content/dam/securian/advisor, (crxde, html, json)",advisor,2,/content/dam/securian,"/content/dam/securian/advisor, (crxde, html, json)"
"/content/dam/securian/promo, (crxde, html, json)",promo,2,/content/dam/securian,"/content/dam/securian/promo, (crxde, html, json)"
"/content/dam/fragments/events/securian/distributors, (crxde, html, json)",distributors,4,/content/dam/fragments/events/securian,"/content/dam/fragments/events/securian/distributors, (crxde, html, json)"
"/content/dam/fragments/events/securian, (crxde, html, json)",securian,3,/content/dam/fragments/events,"/content/dam/fragments/events/securian, (crxde, html, json)"
"/content/dam/securian/securiancanada-ca, (crxde, html, json)",securiancanada-ca,2,/content/dam/securian,"/content/dam/securian/securiancanada-ca, (crxde, html, json)"
"/content/dam/securian/securian-com, (crxde, html, json)",securian-com,2,/content/dam/securian,"/content/dam/securian/securian-com, (crxde, html, json)"
